,cik_str,ticker,title
6953,1648893,NVTR,Nuvectra Corp
6954,1648893,NVTRQ,Nuvectra Corp
6955,1648903,FIFG,"First Foods Group, Inc."
6956,1649094,PCVX,"Vaxcyte, Inc."
6957,1649096,CLPR,Clipper Realty Inc.
6958,1649744,DLTH,DULUTH HOLDINGS INC.
6959,1649749,FBK,FB Financial Corp
6960,1649904,RYTM,"RHYTHM PHARMACEUTICALS, INC."
6961,1649989,OTLK,"Outlook Therapeutics, Inc."
6962,1649989,OTLKW,"Outlook Therapeutics, Inc."
6963,1650101,ATXG,ADDENTAX GROUP CORP.
6964,1650107,CCEP,COCA-COLA EUROPEAN PARTNERS plc
6965,1650132,FCPT,"Four Corners Property Trust, Inc."
6966,1650372,TEAM,Atlassian Corp Plc
6967,1650445,QHC,Quorum Health Corp
6968,1650445,QHCCQ,Quorum Health Corp
6969,1650575,BRQS,"Borqs Technologies, Inc."
6970,1650575,BRQSW,"Borqs Technologies, Inc."
6971,1650648,DDDD,4D Molecular Therapeutics Inc
6972,1650664,EDIT,"Editas Medicine, Inc."
6973,1650729,SITE,"SiteOne Landscape Supply, Inc."
6974,1650962,WBT,"Welbilt, Inc."
6975,1651052,FOCS,Focus Financial Partners Inc.
6976,1651094,ELVT,"Elevate Credit, Inc."
6977,1651235,ACIA,"Acacia Communications, Inc."
6978,1651308,BGNE,"BeiGene, Ltd."
6979,1651311,MRUS,Merus N.V.
6980,1651407,CKPT,"Checkpoint Therapeutics, Inc."
6981,1651561,TRHC,"Tabula Rasa HealthCare, Inc."
6982,1651625,ACIU,AC Immune SA
6983,1651717,NOMD,Nomad Foods Ltd
6984,1651721,GIPR,"GENERATION INCOME PROPERTIES, INC."
6985,1651932,XITO,"Xenous Holdings, Inc."
6986,1651944,DMTK,"DermTech, Inc."
6987,1651944,DMTKW,"DermTech, Inc."
6988,1651958,EOSS,EOS INC.
6989,1651992,ASFT,"Appsoft Technologies, Inc."
6990,1652044,GOOG,Alphabet Inc.
6991,1652044,GOOGL,Alphabet Inc.
6992,1652106,PBBI,"PB Bancorp, Inc."
6993,1652130,NTLA,"Intellia Therapeutics, Inc."
6994,1652133,OMP,Oasis Midstream Partners LP
6995,1652362,IEA,"Infrastructure & Energy Alternatives, Inc."
6996,1652362,IEAWW,"Infrastructure & Energy Alternatives, Inc."
6997,1652499,CTST,CannTrust Holdings Inc.
6998,1652535,ICHR,"ICHOR HOLDINGS, LTD."
6999,1652539,SNRG,SusGlobal Energy Corp.
7000,1652561,DQWS,DSwiss Inc
7001,1652842,URYL,United Royale Holdings Corp.
7002,1652866,ABILF,Ability Inc.
7003,1652958,PIRE,"FOURTH WAVE ENERGY, INC."
7004,1653087,ALEC,"Alector, Inc."
7005,1653242,NTB,Bank of N.T. Butterfield & Son Ltd
7006,1653247,WTRH,Waitr Holdings Inc.
7007,1653477,NGVT,Ingevity Corp
7008,1653558,PRTH,"Priority Technology Holdings, Inc."
7009,1653606,EHVVF,"Ehave, Inc."
7010,1653629,HPGN,HypGen Inc
7011,1653653,RRR,"Red Rock Resorts, Inc."
7012,1653710,APXX,APEX RESOURCES INC/NV
7013,1653876,MMNT,MOMENTOUS HOLDINGS CORP.
7014,1654151,DCPH,"Deciphera Pharmaceuticals, Inc."
7015,1654588,HLTY,"PreCheck Health Services, Inc."
7016,1654595,MDRR,"Medalist Diversified REIT, Inc."
7017,1654595,MDRRP,"Medalist Diversified REIT, Inc."
7018,1654672,PNPL,"PINEAPPLE, INC."
7019,1654795,BBU,Brookfield Business Partners L.P.
7020,1655020,XOG,"Extraction Oil & Gas, Inc."
7021,1655020,XOGQ,"Extraction Oil & Gas, Inc."
7022,1655050,BCSF,"Bain Capital Specialty Finance, Inc."
7023,1655075,AFI,"Armstrong Flooring, Inc."
7024,1655210,BYND,"BEYOND MEAT, INC."
7025,1655759,ARVN,"ARVINAS, INC."
7026,1655888,ORCC,Owl Rock Capital Corp
7027,1655891,TRMD,TORM plc
7028,1656053,TAQR,TRAQER CORP
7029,1656081,DAVA,Endava plc
7030,1656328,SNNA,"Sienna Biopharmaceuticals, Inc."
7031,1656472,CRON,Cronos Group Inc.
7032,1656501,BWMY,"BorrowMoney.com, Inc."
7033,1656634,GRTS,"Gritstone Oncology, Inc."
7034,1656936,MGP,MGM Growth Properties LLC
7035,1657045,WWIN,"AllyMe Group, Inc./NV"
7036,1657214,ILAL,International Land Alliance Inc.
7037,1657249,RDMR,"Road Marshall, Inc."
7038,1657312,VRNA,Verona Pharma plc
7039,1657642,PKKW,Parkway Acquisition Corp.
7040,1657788,KRP,"Kimbell Royalty Partners, LP"
7041,1657803,INBT,Inbit Corp
7042,1657853,HTZ,"HERTZ GLOBAL HOLDINGS, INC"
7043,1658247,CRNX,"Crinetics Pharmaceuticals, Inc."
7044,1658304,CLCI,"CLIC TECHNOLOGY, INC."
7045,1658432,MDDT,Medico International Inc.
7046,1658566,CDEV,"Centennial Resource Development, Inc."
7047,1658880,BRMT,BARE METAL STANDARD INC.
7048,1659122,ROSE,Rosehill Resources Inc.
7049,1659166,FTV,Fortive Corp
7050,1659166,FTV-PA,Fortive Corp
7051,1659183,NDVN,nDivision Inc.
7052,1659207,FLLZ,Fellazo Corp
7053,1659323,ITRM,Iterum Therapeutics plc
7054,1659352,CDAK,"Codiak BioSciences, Inc."
7055,1659494,COE,China Online Education Group
7056,1659520,SILV,SilverCrest Metals Inc.
7057,1659559,RZZN,Jialijia Group Corp Ltd
7058,1659617,MBRX,"Moleculin Biotech, Inc."
7059,1659939,ENIC,Enel Chile S.A.
7060,1660046,IMRN,Immuron Ltd
7061,1660046,IMRNW,Immuron Ltd
7062,1660134,OKTA,"Okta, Inc."
7063,1660280,TENB,"Tenable Holdings, Inc."
7064,1660334,VRCA,Verrica Pharmaceuticals Inc.
7065,1660734,TRTN,Triton International Ltd
7066,1660734,TRTN-PA,Triton International Ltd
7067,1660734,TRTN-PB,Triton International Ltd
7068,1660734,TRTN-PC,Triton International Ltd
7069,1660734,TRTN-PD,Triton International Ltd
7070,1660839,PXPP,Phoenix Apps Inc.
7071,1661039,TPTW,"TPT GLOBAL TECH, INC."
7072,1661053,HJLI,"Hancock Jaffe Laboratories, Inc."
7073,1661053,HJLIW,"Hancock Jaffe Laboratories, Inc."
7074,1661059,NXTC,"NextCure, Inc."
7075,1661125,YIN,Yintech Investment Holdings Ltd
7076,1661181,ORGO,Organogenesis Holdings Inc.
7077,1661460,PSTX,"Poseida Therapeutics, Inc."
7078,1661920,LONE,Lonestar Resources US Inc.
7079,1661998,FIXX,"Homology Medicines, Inc."
7080,1662253,TIBR,Tiberius Acquisition Corp
7081,1662253,TIBRU,Tiberius Acquisition Corp
7082,1662382,BRSF,BRAIN SCIENTIFIC INC.
7083,1662524,AKCA,"AKCEA THERAPEUTICS, INC."
7084,1662574,GRMM,"Grom Social Enterprises, Inc."
7085,1662684,KULR,"KULR Technology Group, Inc."
7086,1662774,CRTX,"Cortexyme, Inc."
7087,1663038,RLLT,Reliant Service Inc
7088,1663641,ADHG,Ando Holdings Ltd.
7089,1664038,HPMM,"Hemp Naturals, Inc."
7090,1664038,HPMMD,"Hemp Naturals, Inc."
7091,1664106,LOGC,"LogicBio Therapeutics, Inc."
7092,1664127,ALTD,"ALTITUDE INTERNATIONAL, INC"
7093,1664703,BE,Bloom Energy Corp
7094,1664710,KROS,"Keros Therapeutics, Inc."
7095,1665300,PHUN,"Phunware, Inc."
7096,1665421,HGHH,High Desert Holding Corp.
7097,1665918,USFD,US Foods Holding Corp.
7098,1666071,CDLX,"Cardlytics, Inc."
7099,1666134,BL,"BLACKLINE, INC."
7100,1666138,ATKR,Atkore International Group Inc.
7101,1666175,FTS,Fortis Inc.
7102,1666700,DD,"DuPont de Nemours, Inc."
7103,1667161,RNDB,"Randolph Bancorp, Inc."
7104,1667313,ZDGE,"Zedge, Inc."
7105,1667489,LSYN,Liberated Syndication Inc.
7106,1667633,FTSV,"Forty Seven, Inc."
7107,1667939,FSBC,"FSB Bancorp, Inc."
7108,1667944,WCFB,"WCF Bancorp, Inc."
7109,1668039,XBTC,VanEck SolidX Bitcoin Trust
7110,1668105,TLND,Talend S.A.
7111,1668224,HONE,"HarborOne Bancorp, Inc."
7112,1668243,URGN,UroGen Pharma Ltd.
7113,1668340,BCTF,"Bancorp 34, Inc."
7114,1668370,TBLTU,"Toughbuilt Industries, Inc"
7115,1668370,TBLTW,"Toughbuilt Industries, Inc"
7116,1668370,TBLT,"Toughbuilt Industries, Inc"
7117,1668397,MEDP,"Medpace Holdings, Inc."
7118,1668428,FG,FGL Holdings
7119,1668428,FG-WT,FGL Holdings
7120,1668438,IMTE,Integrated Media Technology Ltd
7121,1668523,GSGG,GSG GROUP INC.
7122,1668673,PETQ,"PetIQ, Inc."
7123,1668717,BUD,Anheuser-Busch InBev SA/NV
7124,1669162,KNSL,"Kinsale Capital Group, Inc."
7125,1669400,VFRM,"Veritas Farms, Inc."
7126,1669779,CWH,"Camping World Holdings, Inc."
7127,1669811,DFIN,"Donnelley Financial Solutions, Inc."
7128,1669812,LKSDQ,"LSC Communications, Inc."
7129,1669812,LKSD,"LSC Communications, Inc."
7130,1670349,USWS,"U.S. WELL SERVICES, INC."
7131,1670349,USWSW,"U.S. WELL SERVICES, INC."
7132,1670541,ADNT,Adient plc
7133,1670592,YETI,"YETI Holdings, Inc."
7134,1670869,RMHB,"Rocky Mountain High Brands, Inc."
7135,1671013,CATM,Cardtronics plc
7136,1671077,MDVP,MED SPA VACATIONS INC.
7137,1671502,APOP,Cellect Biotechnology Ltd.
7138,1671584,APVO,Aptevo Therapeutics Inc.
7139,1671686,USOD,USCF Funds Trust
7140,1671686,USOU,USCF Funds Trust
7141,1671854,SCAC,Saban Capital Acquisition Corp.
7142,1671854,SCACU,Saban Capital Acquisition Corp.
7143,1671854,SCACW,Saban Capital Acquisition Corp.
7144,1671933,TTD,"Trade Desk, Inc."
7145,1672013,GOLF,Acushnet Holdings Corp.
7146,1672326,YUMAQ,"Yuma Energy, Inc."
7147,1672619,IMRA,IMARA Inc.
7148,1672909,CPHC,Canterbury Park Holding Corp
7149,1673358,YUMC,"Yum China Holdings, Inc."
7150,1673475,GHHH,GLOBAL HOUSE HOLDINGS LTD.
7151,1673481,TDAC,Trident Acquisitions Corp.
7152,1673481,TDACU,Trident Acquisitions Corp.
7153,1673481,TDACW,Trident Acquisitions Corp.
7154,1673504,SSDT,Shengshi Elevator International Holding Group Inc.
7155,1673772,RAPT,"RAPT Therapeutics, Inc."
7156,1673985,ASIX,AdvanSix Inc.
7157,1674101,VRT,Vertiv Holdings Co
7158,1674101,VRT-WT,Vertiv Holdings Co
7159,1674101,VERT-UN,Vertiv Holdings Co
7160,1674168,HGV,Hilton Grand Vacations Inc.
7161,1674227,WORX,SCWorx Corp.
7162,1674335,JELD,"JELD-WEN Holding, Inc."
7163,1674365,APTX,Aptinyx Inc.
7164,1674416,CRSP,CRISPR Therapeutics AG
7165,1674440,LAZX,Slinger Bag Inc.
7166,1674862,ASH,ASHLAND GLOBAL HOLDINGS INC
7167,1674910,VVV,VALVOLINE INC
7168,1674930,FLGT,"Fulgent Genetics, Inc."
7169,1674988,ZEAL,Zealand Pharma A/S
7170,1675033,GECC,Great Elm Capital Corp.
7171,1675149,AA,Alcoa Corp
7172,1675192,OTTW,Ottawa Bancorp Inc
7173,1675634,PIXY,"ShiftPixy, Inc."
7174,1675644,FVCB,"FVCBankcorp, Inc."
7175,1676047,NTRB,NutriBand Inc.
7176,1676163,AVMR,"AVRA Medical Robotics, Inc."
7177,1676479,CSTR,"CapStar Financial Holdings, Inc."
7178,1676580,HCCC,H/Cell Energy Corp
7179,1676725,IDYA,"IDEAYA Biosciences, Inc."
7180,1676852,GLLX,OMNIA WELLNESS INC.
7181,1676852,GLLXD,OMNIA WELLNESS INC.
7182,1676852,OMWS,OMNIA WELLNESS INC.
7183,1677250,ZTO,ZTO Express (Cayman) Inc.
7184,1677576,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC
7185,1677576,IIPR-PA,INNOVATIVE INDUSTRIAL PROPERTIES INC
7186,1677703,CNDT,CONDUENT Inc
7187,1677940,BYSI,BeyondSpring Inc.
7188,1678022,NEWA,"Newater Technology, Inc."
7189,1678463,FRTA,"Forterra, Inc."
7190,1678746,BOMH,"BOOMER HOLDINGS, INC."
7191,1678848,BIMT,BITMIS CORP.
7192,1679049,INSW,"International Seaways, Inc."
7193,1679049,INSW-PA,"International Seaways, Inc."
7194,1679063,CSSE,"Chicken Soup for the Soul Entertainment, Inc."
7195,1679063,CSSEP,"Chicken Soup for the Soul Entertainment, Inc."
7196,1679082,MYOV,Myovant Sciences Ltd.
7197,1679268,TUSK,"MAMMOTH ENERGY SERVICES, INC."
7198,1679273,LW,"Lamb Weston Holdings, Inc."
7199,1679450,HNTWF,Hunter Maritime Acquisition Corp.
7200,1679450,HUNT,Hunter Maritime Acquisition Corp.
7201,1679450,HUNTF,Hunter Maritime Acquisition Corp.
7202,1679450,HUNTU,Hunter Maritime Acquisition Corp.
7203,1679450,HUNTW,Hunter Maritime Acquisition Corp.
7204,1679688,CLNY,"Colony Capital, Inc."
7205,1679791,ETHX,ETHERINDEX ETHER TRUST
7206,1679817,OZSC,OZOP SURGICAL CORP.
7207,1679826,PING,Ping Identity Holding Corp.
7208,1680048,MBIO,"MUSTANG BIO, INC."
7209,1680062,ACMR,"ACM Research, Inc."
7210,1680132,CSUI,CANNABIS SUISSE CORP.
7211,1680139,HLYK,HealthLynked Corp
7212,1680237,JSMM,China King Spirit Group Ltd.
7213,1680247,PUMP,ProPetro Holding Corp.
7214,1680378,SNES,"SenesTech, Inc."
7215,1680379,SBT,"Sterling Bancorp, Inc."
7216,1680581,FULC,"Fulcrum Therapeutics, Inc."
7217,1680689,BXXY,Boxxy Inc.
7218,1680873,HFFG,HF Foods Group Inc.
7219,1680966,AGHI,"Agora Holdings, Inc."
7220,1681087,AVRO,"AVROBIO, Inc."
7221,1681206,NODK,"NI Holdings, Inc."
7222,1681282,ANVV,Anvia Holdings Corp
7223,1681348,VVPR,VivoPower International PLC
7224,1681459,FTI,TechnipFMC plc
7225,1681556,GXXM,"GEX MANAGEMENT, INC."
7226,1681622,VREX,Varex Imaging Corp
7227,1681682,NDRA,ENDRA Life Sciences Inc.
7228,1681682,NDRAW,ENDRA Life Sciences Inc.
7229,1681769,CCYC,Clancy Corp
7230,1681903,ICCH,"ICC Holdings, Inc."
7231,1681941,IFMK,iFresh Inc
7232,1682149,WISA,"Summit Wireless Technologies, Inc."
7233,1682220,SACC,Sachem Capital Corp.
7234,1682220,SACH,Sachem Capital Corp.
7235,1682220,SCCB,Sachem Capital Corp.
7236,1682241,LYL,Dragon Victory International Ltd
7237,1682325,GTYH,GTY Technology Holdings Inc.
7238,1682593,CCSB,"Community Savings Bancorp, Inc."
7239,1682639,EYEN,"EYENOVIA, INC."
7240,1682745,VRRM,VERRA MOBILITY Corp
7241,1682852,MRNA,"Moderna, Inc."
7242,1683131,GEIN,"Genesys Industries, Inc."
7243,1683541,ACB,AURORA CANNABIS INC
7244,1683606,CARS,Cars.com Inc.
7245,1683695,IMXI,"International Money Express, Inc."
7246,1683695,IMXIW,"International Money Express, Inc."
7247,1683825,TRVG,trivago N.V.
7248,1684144,ZOM,Zomedica Pharmaceuticals Corp.
7249,1684425,PETZ,"TDH Holdings, Inc."
7250,1684508,MNIA,"Cannis, Inc."
7251,1684688,JUPGF,Jupiter Gold Corp
7252,1684693,SLGL,Sol-Gel Technologies Ltd.
7253,1685040,BHF,"Brighthouse Financial, Inc."
7254,1685040,BHFAL,"Brighthouse Financial, Inc."
7255,1685040,BHFAO,"Brighthouse Financial, Inc."
7256,1685040,BHFAP,"Brighthouse Financial, Inc."
7257,1685316,OBSV,ObsEva SA
7258,1685570,KLMN,KALMIN CORP.
7259,1685715,JAG,Jagged Peak Energy Inc.
7260,1686850,MOTS,"Motus GI Holdings, Inc."
7261,1687187,METC,"Ramaco Resources, Inc."
7262,1687221,REVG,"REV Group, Inc."
7263,1687229,INVH,Invitation Homes Inc.
7264,1687277,RETO,"ReTo Eco-Solutions, Inc."
7265,1687451,ZKIN,"ZK International Group Co., Ltd."
7266,1687542,CIFS,Hudson Capital Inc.
7267,1687542,HUSN,Hudson Capital Inc.
7268,1687932,JILL,"J.Jill, Inc."
7269,1688126,CRCW,Crypto Co
7270,1688476,NEX,NEXTIER OILFIELD SOLUTIONS INC.
7271,1688487,XDIV,Metaurus Equity Component Trust
7272,1688487,IDIV,Metaurus Equity Component Trust
7273,1688568,DXC,DXC Technology Co
7274,1688757,ESTA,ESTABLISHMENT LABS HOLDINGS INC.
7275,1688852,SAFE,Safehold Inc.
7276,1688941,FBM,"Foundation Building Materials, Inc."
7277,1689066,SIGO,Sunset Island Group
7278,1689084,QRON,Qrons Inc.
7279,1689382,TLLYF,Trilogy International Partners Inc.
7280,1689490,NTPY,NetPay International Inc
7281,1689657,BLI,"Berkeley Lights, Inc."
7282,1689662,ARD,Ardagh Group S.A.
7283,1689796,JBGS,JBG SMITH Properties
7284,1689813,BHVN,Biohaven Pharmaceutical Holding Co Ltd.
7285,1689923,AYX,"Alteryx, Inc."
7286,1690080,KBLMU,KBL MERGER CORP. IV
7287,1690080,KBLMW,KBL MERGER CORP. IV
7288,1690080,KBLM,KBL MERGER CORP. IV
7289,1690080,KBLMR,KBL MERGER CORP. IV
7290,1690334,SMHI,SEACOR Marine Holdings Inc.
7291,1690437,BAR,GraniteShares Gold Trust
7292,1690511,GOOS,Canada Goose Holdings Inc.
7293,1690585,MGTA,"Magenta Therapeutics, Inc."
7294,1690680,NMRK,"NEWMARK GROUP, INC."
7295,1690769,AMRQQ,"Alta Mesa Resources, Inc. /DE"
7296,1690769,AMRWQ,"Alta Mesa Resources, Inc. /DE"
7297,1690769,AMRWW,"Alta Mesa Resources, Inc. /DE"
7298,1690820,CVNA,CARVANA CO.
7299,1690842,PLTM,GraniteShares Platinum Trust
7300,1690947,HEXO,HEXO Corp.
7301,1691077,YAYO,"YayYo, Inc."
7302,1691221,FRSX,Foresight Autonomous Holdings Ltd.
7303,1691303,HCC,"WARRIOR MET COAL, INC."
7304,1691337,PCSB,PCSB Financial Corp
7305,1691421,LMND,"Lemonade, Inc."
7306,1691430,QNTA,QUANTA INC
7307,1691445,FINV,FinVolution Group
7308,1691507,CFBI,"Community First Bancshares, Inc."
7309,1691936,ANDA,Andina Acquisition Corp. III
7310,1692063,SNDR,"Schneider National, Inc."
7311,1692115,SWX,"Southwest Gas Holdings, Inc."
7312,1692376,VEL,"Velocity Financial, Inc."
7313,1692412,PLYA,Playa Hotels & Resorts N.V.
7314,1692415,CODX,"Co-Diagnostics, Inc."
7315,1692427,NCSM,"NCS Multistage Holdings, Inc."
7316,1692705,QD,Qudian Inc.
7317,1692787,ALTM,Altus Midstream Co
7318,1692819,VST,Vistra Energy Corp.
7319,1692830,STSA,"Satsuma Pharmaceuticals, Inc."
7320,1692981,VENV,VENTURE VANADIUM INC.
7321,1693011,INZY,"Inozyme Pharma, Inc."
7322,1693256,WTTR,"Select Energy Services, Inc."
7323,1693415,TBIO,"Translate Bio, Inc."
7324,1693577,MNSB,"MainStreet Bancshares, Inc."
7325,1693687,MSYN,"MS YOUNG ADVENTURE ENTERPRISE, INC."
7326,1693690,VONI,Veroni Brands Corp.
7327,1694028,LBRT,Liberty Oilfield Services Inc.
7328,1694187,NTGN,"Neon Therapeutics, Inc."
7329,1694426,DK,"Delek US Holdings, Inc."
7330,1694617,ROYL,"Royale Energy, Inc."
7331,1694665,EVLO,"Evelo Biosciences, Inc."
7332,1695357,PRVB,"Provention Bio, Inc."
7333,1695473,GCAN,"Greater Cannabis Company, Inc."
7334,1696195,KNIT,KINETIC GROUP INC.
7335,1696355,BEDU,Bright Scholar Education Holdings Ltd
7336,1696396,MITO,Stealth BioTherapeutics Corp
7337,1696558,JRSH,"Jerash Holdings (US), Inc."
7338,1696898,ECRP,Chee Corp.
7339,1697412,MGOM,Migom Global Corp.
7340,1697500,SOI,"Solaris Oilfield Infrastructure, Inc."
7341,1697532,APLT,Applied Therapeutics Inc.
7342,1697805,XYNPW,"XYNOMIC PHARMACEUTICALS HOLDINGS, INC."
7343,1697805,XYN,"XYNOMIC PHARMACEUTICALS HOLDINGS, INC."
7344,1697805,XYNO,"XYNOMIC PHARMACEUTICALS HOLDINGS, INC."
7345,1697818,ICLK,iClick Interactive Asia Group Ltd
7346,1697834,STMH,"Stem Holdings, Inc."
7347,1697862,ARGX,ARGENX SE
7348,1697884,VSBC,VITASPRING BIOMEDICAL CO. LTD.
7349,1697884,SHNC,VITASPRING BIOMEDICAL CO. LTD.
7350,1697935,LVXI,"LAS VEGAS XPRESS, INC."
7351,1698022,FMFG,"Farmers & Merchants Bancshares, Inc."
7352,1698113,LGC,Legacy Acquisition Corp.
7353,1698113,LGC-UN,Legacy Acquisition Corp.
7354,1698113,LGC-WT,Legacy Acquisition Corp.
7355,1698209,VEAC,Vantage Energy Acquisition Corp.
7356,1698209,VEACU,Vantage Energy Acquisition Corp.
7357,1698209,VEACW,Vantage Energy Acquisition Corp.
7358,1698287,BSMX,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico"
7359,1698514,NESR,National Energy Services Reunited Corp.
7360,1698514,NESRW,National Energy Services Reunited Corp.
7361,1698519,ADVV,Adveco Group Inc.
7362,1698530,XCUR,"EXICURE, INC."
7363,1698535,NXE,NexGen Energy Ltd.
7364,1698702,ARGC,ARION GROUP CORP.
7365,1698990,MGY,Magnolia Oil & Gas Corp
7366,1698991,ACEL,"Accel Entertainment, Inc."
7367,1698991,ACEL-WT,"Accel Entertainment, Inc."
7368,1698991,TPGH-UN,"Accel Entertainment, Inc."
7369,1699018,EFBI,"Eagle Financial Bancorp, Inc."
7370,1699039,RNGR,"Ranger Energy Services, Inc."
7371,1699136,WHD,"Cactus, Inc."
7372,1699150,GDI,Ingersoll Rand Inc.
7373,1699150,IR,Ingersoll Rand Inc.
7374,1699683,LFIN,Longfin Corp
7375,1699709,YJGJ,YIJIA GROUP CORP.
7376,1700844,UNEX,UNEX HOLDINGS INC.
7377,1701040,CISN,CISION LTD.
7378,1701051,WOW,"WideOpenWest, Inc."
7379,1701108,SPRO,"Spero Therapeutics, Inc."
7380,1701114,APRN,"Blue Apron Holdings, Inc."
7381,1701261,FAMI,"Farmmi, Inc."
7382,1701541,BDTX,"Black Diamond Therapeutics, Inc."
7383,1701605,BKR,Baker Hughes Co
7384,1701732,ALTR,Altair Engineering Inc.
7385,1701756,GRIL,"Muscle Maker, Inc."
7386,1701758,LOVE,Lovesac Co
7387,1702015,AIDG,"AIS Holdings Group, Inc."
7388,1702318,HX,Hexindai Inc.
7389,1702541,RIVX,RIVEX TECHNOLOGY CORP.
7390,1702744,SMPL,Simply Good Foods Co
7391,1702750,BY,"BYLINE BANCORP, INC."
7392,1702780,ATUS,"Altice USA, Inc."
7393,1702924,WRTC,"WRAP TECHNOLOGIES, INC."
7394,1703056,ADT,ADT Inc.
7395,1703073,VIVC,VIVIC CORP.
7396,1703141,DESP,"Despegar.com, Corp."
7397,1703253,BLILF,BEARING LITHIUM CORP.
7398,1703399,SE,Sea Ltd
7399,1703489,PDLB,PDL Community Bancorp
7400,1703497,YOGA,"YogaWorks, Inc."
7401,1703625,BLIS,"Treasure & Shipwreck Recovery, Inc."
7402,1703644,GPMT,Granite Point Mortgage Trust Inc.
7403,1703647,FREQ,"Frequency Therapeutics, Inc."
7404,1703785,FLMN,Falcon Minerals Corp
7405,1703956,BBCP,"Concrete Pumping Holdings, Inc."
7406,1703956,BBCPW,"Concrete Pumping Holdings, Inc."
7407,1704235,QES,Quintana Energy Services Inc.
7408,1704292,ZLAB,Zai Lab Ltd
7409,1704596,EVOP,"EVO Payments, Inc."
7410,1704711,FNKO,"Funko, Inc."
7411,1704715,CTRA,"Contura Energy, Inc."
7412,1704720,CNNE,"Cannae Holdings, Inc."
7413,1704760,AVCT,"American Virtual Cloud Technologies, Inc."
7414,1704760,AVCTW,"American Virtual Cloud Technologies, Inc."
7415,1704760,WRLSU,"American Virtual Cloud Technologies, Inc."
7416,1704760,WRLSW,"American Virtual Cloud Technologies, Inc."
7417,1704760,WRLS,"American Virtual Cloud Technologies, Inc."
7418,1704795,BANT,"Bantec, Inc."
7419,1705012,FAT,"Fat Brands, Inc"
7420,1705110,ANGI,ANGI Homeservices Inc.
7421,1705259,SMTS,Sierra Metals Inc.
7422,1705338,LOV,Spark Networks SE
7423,1705402,AGMH,"AGM GROUP HOLDINGS, INC."
7424,1705682,VNTR,Venator Materials PLC
7425,1705696,VICI,VICI PROPERTIES INC.
7426,1705843,CLXT,"Calyxt, Inc."
7427,1705873,BRY,Berry Corp (bry)
7428,1706431,VIR,"Vir Biotechnology, Inc."
7429,1706509,COSG,Cosmos Group Holdings Inc.
7430,1706524,UGRO,"urban-gro, Inc."
7431,1706946,SPCE-UN,"Virgin Galactic Holdings, Inc"
7432,1706946,SPCE-WT,"Virgin Galactic Holdings, Inc"
7433,1706946,SPCE,"Virgin Galactic Holdings, Inc"
7434,1707092,DLPH,Delphi Technologies PLC
7435,1707178,CPLG,CorePoint Lodging Inc.
7436,1707210,NMCI,Navios Maritime Containers L.P.
7437,1707303,DOGZ,Dogness (International) Corp
7438,1707502,SLDB,Solid Biosciences Inc.
7439,1707753,ESTC,Elastic N.V.
7440,1707919,NAKD,NAKED BRAND GROUP Ltd
7441,1707925,LIN,LINDE PLC
7442,1708035,PQG,PQ Group Holdings Inc.
7443,1708055,RBBN,Ribbon Communications Inc.
7444,1708176,GPAQ,Gordon Pointe Acquisition Corp.
7445,1708176,GPAQU,Gordon Pointe Acquisition Corp.
7446,1708176,GPAQW,Gordon Pointe Acquisition Corp.
7447,1708259,LX,LexinFintech Holdings Ltd.
7448,1708301,BPMP,BP Midstream Partners LP
7449,1708341,AESE,"Allied Esports Entertainment, Inc."
7450,1708341,AESEW,"Allied Esports Entertainment, Inc."
7451,1708405,TRMT,Tremont Mortgage Trust
7452,1708410,WINRW,SIMPLICITY ESPORTS & GAMING Co
7453,1708410,WINR,SIMPLICITY ESPORTS & GAMING Co
7454,1708441,RYB,"RYB Education, Inc."
7455,1708493,HARP,"Harpoon Therapeutics, Inc."
7456,1708599,AGE,"AgeX Therapeutics, Inc."
7457,1708646,AAAU,Perth Mint Physical Gold ETF
7458,1708688,IFRX,InflaRx N.V.
7459,1708715,SNNF,Seneca Financial Corp.
7460,1709164,HBB,Hamilton Beach Brands Holding Co
7461,1709401,RUBY,"Rubius Therapeutics, Inc."
7462,1709505,BEST,BEST Inc.
7463,1709563,YGTYF,SSLJ. COM Ltd
7464,1709563,YGTY,SSLJ. COM Ltd
7465,1709626,NCNA,NuCana plc
7466,1709682,NSCO,"NESCO HOLDINGS, INC."
7467,1709682,NSCO-WT,"NESCO HOLDINGS, INC."
7468,1709819,FEDU,Four Seasons Education (Cayman) Inc.
7469,1710155,EYE,"National Vision Holdings, Inc."
7470,1710340,ETON,"Eton Pharmaceuticals, Inc."
7471,1710350,DNJR,Golden Bull Ltd
7472,1710366,CEIX,CONSOL Energy Inc.
7473,1710583,SWCH,"Switch, Inc."
7474,1711012,AIHS,Senmiao Technology Ltd
7475,1711269,EVRG,"Evergy, Inc."
7476,1711279,KRYS,"Krystal Biotech, Inc."
7477,1711291,CURO,CURO Group Holdings Corp.
7478,1711375,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima
7479,1711754,INMB,"Inmune Bio, Inc."
7480,1711786,HOTH,"Hoth Therapeutics, Inc."
7481,1712178,REDU,RISE Education Cayman Ltd
